area,bath_rooms,link,price,rooms,zone
110,3,https://www.lahaus.com/p/apartamento-en-san-jose-sabaneta-110mt-tres-alcobas-balcon/sabaneta,390,3,"    San José, Sabaneta, Antioquia, Colombia  "
136,4,https://www.lahaus.com/p/apartamento-en-betania-sabaneta-136mt-tres-alcobas-balcon/sabaneta,450,3,"    Las Lomitas, Sabaneta, Antioquia, Colombia  "
82,2,https://www.lahaus.com/p/venta-apartamento-sabaneta-pan-de-azucar-95602/sabaneta,338,3,"    El Trapiche, Sabaneta, Antioquia, Colombia  "
127,4,https://www.lahaus.com/p/vendoapartamentosabanetaavesmariap13c2324516/sabaneta,415,3,"    Aves María, Sabaneta, Antioquia, Colombia  "
66,2,https://www.lahaus.com/p/apartamen-sabaneta-canaveralejo/sabaneta,260,3,"    Asdesillas, Sabaneta, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-venta-los-alcazares-sabaneta-cod-12718/sabaneta,420,3,"    El Carmelo, Sabaneta, Antioquia, Colombia  "
95,2,https://www.lahaus.com/p/apartamento-en-aves-maria-sabaneta-tres-alcobas-73143/sabaneta,380,3,"    Aves María, Sabaneta, Antioquia, Colombia  "
56,2,https://www.lahaus.com/p/apartamento-en-venta-sector-las-lomitas-sabaneta-cod-19457/sabaneta,245,3,"    Las Lomitas, Sabaneta, Antioquia, Colombia  "
89,1,https://www.lahaus.com/p/apartamento-en-sabaneta-con-3-habitaciones-89-mt2/sabaneta,349,3,"    El Trapiche, Sabaneta, Antioquia, Colombia  "
103,2,https://www.lahaus.com/p/apartamento-paraventa-codigo-15606/sabaneta,350,3,"    El Carmelo, Sabaneta, Antioquia, Colombia  "
77,2,https://www.lahaus.com/p/apartamento-en-venta-en-sabaneta-95261/sabaneta,340,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
86,2,https://www.lahaus.com/p/apartamento-paraventa-codigo-16849/sabaneta,350,3,"    La Doctora, Sabaneta, Antioquia, Colombia  "
87,2,https://www.lahaus.com/p/apartamento-paraventa-codigo-17171/sabaneta,390,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
65,2,https://www.lahaus.com/p/apartamento-sabaneta-calle-nueva-piso-20/sabaneta,300,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
112,2,https://www.lahaus.com/p/apartamento-en-aves-marias-sabaneta-112mt-tres-alcobas-tres-balcones/sabaneta,298,3,"    Las Lomitas, Sabaneta, Antioquia, Colombia  "
88,2,https://www.lahaus.com/p/apartamento-en-calle-del-banco-sabaneta-88mt-tres-alcobas-balcon/sabaneta,265,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
73,2,https://www.lahaus.com/p/apartamento-en-calle-del-banco-sabaneta-con-3-habitaciones-73-mt2/sabaneta,292,3,"    El Trapiche, Sabaneta, Antioquia, Colombia  "
73,2,https://www.lahaus.com/p/apartamento-en-venta-vegas-de-la-doctora-sabaneta-cod-12455/sabaneta,260,3,"    La Doctora, Sabaneta, Antioquia, Colombia  "
127,2,https://www.lahaus.com/p/apartamento-en-aves-marias-sabaneta-127mt-tres-alcobas/sabaneta,400,3,"    Las Lomitas, Sabaneta, Antioquia, Colombia  "
72,2,https://www.lahaus.com/p/sabatto-32920/sabaneta,290,3,"    Asdesillas, Sabaneta, Antioquia, Colombia  "
66,2,https://www.lahaus.com/p/apartamento-en-el-carmelo-sabaneta-66mt-tres-alcobas-balcon/sabaneta,250,3,"    Las Lomitas, Sabaneta, Antioquia, Colombia  "
91,2,https://www.lahaus.com/p/venta-de-apartamento-en-sabaneta-con-3-alcobas-38866/sabaneta,350,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
72,2,https://www.lahaus.com/p/apartamento-en-venta-en-sabaneta-94258/sabaneta,280,3,"    Calle Larga, Sabaneta, Antioquia, Colombia  "
68,2,https://www.lahaus.com/p/apartamento-en-san-jose-sabaneta-tres-alcobas-71322/sabaneta,315,3,"    San José, Sabaneta, Antioquia, Colombia  "
68,2,https://www.lahaus.com/p/apartamento-de-68m2-en-maderos-del-campo-sabaneta-san-jose/sabaneta,318,3,"    San José, Sabaneta, Antioquia, Colombia  "
