area,bath_rooms,link,prize,rooms,zone
120,3,https://www.lahaus.com/p/letonia/medellin,495,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/apartamento-en-robledo-robledo-86mt-tres-alcobas-balcon/medellin,205,3,"    San Germán, Medellín, Antioquia, Colombia  "
133,4,https://www.lahaus.com/p/se-vende-apartamento-en-laureles-109728/medellin,495,4,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-el-poblado-las-palmas-con-3-habitaciones-75-mt2/medellin,370,3,"    Barrio Colón, Medellín, Antioquia, Colombia  "
121,3,https://www.lahaus.com/p/apartamento-en-el-naranjal-estadio-tres-alcobas/medellin,450,3,"    Naranjal, Medellín, Antioquia, Colombia  "
140,3,https://www.lahaus.com/p/apartamento-en-los-balsos-poblado-140mt-tres-alcobas-balcon/medellin,500,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-las-acacias-laureles-tres-alcobas-69972/medellin,380,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-de-80m2-en-pilarica-park-robledo-con-tres-alcobas-68855/medellin,339,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
94,3,https://www.lahaus.com/p/torre-linares/medellin,295,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-sector-san-german-los-colores-con-3-habitacion-78mt2/medellin,380,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
112,3,https://www.lahaus.com/p/apartamento-en-laureles-medellin-17413/medellin,395,3,"    Bolivariana, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-en-calansaz-america-3-habitaciones-68m2/medellin,320,3,"    Calasanz, Medellín, Antioquia, Colombia  "
90,4,https://www.lahaus.com/p/venta-apartamento-en-villa-hermosa-cuarto-piso-4-alcobas/medellin,220,4,"    San Miguel, Medellín, Antioquia, Colombia  "
98,3,https://www.lahaus.com/p/apartamento-en-fatima-medellin-36364/medellin,270,3,"    Fátima, Medellín, Antioquia, Colombia  "
157,3,https://www.lahaus.com/p/apartamento-en-el-poblado-medellin-17584/medellin,450,3,"    El Tesoro, Medellín, Antioquia, Colombia  "
72,3,https://www.lahaus.com/p/apartamento-en-san-germna-robledo-72mt-tres-alcobas-balcon/medellin,320,3,"    San Germán, Medellín, Antioquia, Colombia  "
115,3,https://www.lahaus.com/p/venta-de-apartamento-belen-la-palma/medellin,380,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
109,3,https://www.lahaus.com/p/apartamento-en-el-estadio-florida-nueva-con-3-habitaciones-109-mt2/medellin,395,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
135,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-7371/medellin,245,3,"    Barrio Buenos Aires, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-lorena-laureles-3-habitaciones-910m2/medellin,450,3,"    Lorena, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-tres-alcobas-70245/medellin,330,3,"    San Germán, Medellín, Antioquia, Colombia  "
138,3,https://www.lahaus.com/p/apartamento-en-el-tesoro-poblado-138mt-tres-alcobas-terraza/medellin,485,3,"    El Tesoro, Medellín, Antioquia, Colombia  "
69,3,https://www.lahaus.com/p/apartamento-en-rodeo-alto-belen-tres-alcobas-72215/medellin,220,3,"    El Rincón, Medellín, Antioquia, Colombia  "
125,3,https://www.lahaus.com/p/apartamento-en-venta-conquistadores-medellin-95639/medellin,500,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
127,4,https://www.lahaus.com/p/venta-apartamento-laureles-medellin-93800/medellin,470,4,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
89,3,https://www.lahaus.com/p/apartamento-en-cuarta-brigada-estadio-tres-alcobas-70193/medellin,360,3,"    Cuarta Brigada, Medellín, Antioquia, Colombia  "
145,3,https://www.lahaus.com/p/venta-apartamento-suramericana/medellin,400,3,"    Suramericana, Medellín, Antioquia, Colombia  "
114,3,https://www.lahaus.com/p/apartamento-en-belen-medellin-14539/medellin,470,3,"    Naranjal, Medellín, Antioquia, Colombia  "
65,3,https://www.lahaus.com/p/apartamento-en-belen-loma-de-los-bernal-con-3-habitaciones-65-mt2/medellin,283,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/apartamento-en-venta-florida-nueva-101370/medellin,350,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
59,3,https://www.lahaus.com/p/apartamento-en-venta-los-colores-medellin-96554/medellin,260,3,"    Los Colores, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-venta-la-america-medellin-107419/medellin,257,3,"    La Floresta, Medellín, Antioquia, Colombia  "
105,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-3744/medellin,375,3,"    Santa María de los Ángeles, Medellín, Antioquia, Colombia  "
120,4,https://www.lahaus.com/p/venta-casa-en-boston-2-y-3-piso/medellin,290,4,"    Boston, Medellín, Antioquia, Colombia  "
112,3,https://www.lahaus.com/p/apartamento-en-venta-sector-rosales-belen/medellin,398,3,"    Rosales, Medellín, Antioquia, Colombia  "
79,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo/medellin,390,3,"    San Germán, Medellín, Antioquia, Colombia  "
54,3,https://www.lahaus.com/p/apartamento-en-venta-sector-el-chagualo-cod-19282/medellin,200,3,"    El Chagualo, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-en-la-mota-belen-68mt-tres-alcobas-balcon/medellin,305,3,"    Mota, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/venta-apartamento-en-robledo-pilarica-35015/medellin,310,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-pilarica-robledo-tres-alcobas-81443/medellin,350,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-la-loma-de-los-bernal-belen-con-3-habitaciones-67-mt2/medellin,330,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
86,4,https://www.lahaus.com/p/venta-apartamento-en-almeria-con-linda-vista/medellin,285,4,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-en-laureles-lorena-balcones-de-la-80-3-habitaciones-80m2/medellin,280,3,"    Lorena, Medellín, Antioquia, Colombia  "
116,3,https://www.lahaus.com/p/venta-apartamento-en-laureles-con-3-habitaciones/medellin,380,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/apartamento-en-las-acacias-laureles-tres-alcobas-69674/medellin,350,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
126,3,https://www.lahaus.com/p/apartamento-en-los-balsos-poblado-126mt-tres-alcobas/medellin,470,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
134,3,https://www.lahaus.com/p/venta-apartamento-patio-bonito-medellin/medellin,385,3,"    Patio Bonito, Medellín, Antioquia, Colombia  "
92,3,https://www.lahaus.com/p/apartamento-en-almeri-a-medellin-106423/medellin,270,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/venta-apartamento-colores-medellin-93768/medellin,420,3,"    San Germán, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-la-mansion-villa-hermosa-tres-alcobas/medellin,240,3,"    La Mansión, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/apartamento-en-el-velodoromo-84-mts-1-parqueadero/medellin,280,3,"    Velódromo, Medellín, Antioquia, Colombia  "
150,4,https://www.lahaus.com/p/nueva-villa-de-la-aburra-104317/medellin,415,4,"    La Villa, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/se-vende-apartamento-en-buenos-aires-106747/medellin,225,3,"    Barrio Buenos Aires, Medellín, Antioquia, Colombia  "
105,3,https://www.lahaus.com/p/apartamento-en-venta-en-medellin-la-america/medellin,300,3,"    Santa Mónica, Medellín, Antioquia, Colombia  "
91,3,https://www.lahaus.com/p/reserva-de-los-bernal-94298/medellin,350,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
128,3,https://www.lahaus.com/p/apartamento-en-venta-castropol-97588/medellin,485,3,"    Castropol, Medellín, Antioquia, Colombia  "
128,3,https://www.lahaus.com/p/apartamento-en-venta-castropol-medellin-27145/medellin,485,3,"    Ciudad del Río, Medellín, Antioquia, Colombia  "
83,3,https://www.lahaus.com/p/apartamento-en-venta-laureles-medellin-105057/medellin,395,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
97,3,https://www.lahaus.com/p/apartamento-belen-la-mota-con-3-alcobas/medellin,290,3,"    El Rincón, Medellín, Antioquia, Colombia  "
56,3,https://www.lahaus.com/p/apartamento-en-venta-loma-de-los-bernal-108256/medellin,255,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
125,4,https://www.lahaus.com/p/apartamento-en-laureles-las-acacias-con-4-habitaciones-125-mt2/medellin,350,4,"    Las Acacias, Medellín, Antioquia, Colombia  "
61,3,https://www.lahaus.com/p/apartamento-en-san-bernardo-belen/medellin,200,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
124,3,https://www.lahaus.com/p/jardines-95244/medellin,470,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
114,3,https://www.lahaus.com/p/tierra-clara-37942/medellin,420,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-el-poblado-medellin-con-3-habitaciones-120-mt2/medellin,430,3,"    Las Lomas, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/apartamentos-para-estrenar-en-belen-rosales/medellin,380,3,"    El Pomar, Medellín, Antioquia, Colombia  "
113,3,https://www.lahaus.com/p/venta-apartamento-cerca-a-unicentro/medellin,430,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/venta-apartamento-colores-medellin-94091/medellin,290,3,"    Cuarta Brigada, Medellín, Antioquia, Colombia  "
100,4,https://www.lahaus.com/p/apartamento-paraventa-codigo-7401/medellin,275,4,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
74,3,https://www.lahaus.com/p/venta-apartamento-colores-medellin-93691/medellin,315,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
113,3,https://www.lahaus.com/p/apartamento-en-los-colores-estadio-113mt-tres-alcobas-patio/medellin,370,3,"    Los Colores, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-en-belen-rodeo-alto-con-3-habitaciones-68-mt2/medellin,243,3,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
138,4,https://www.lahaus.com/p/apartamento-en-calasanz-estadio-con-4-habitaciones-piso-4-138-mt2/medellin,295,4,"    Calasanz, Medellín, Antioquia, Colombia  "
107,5,https://www.lahaus.com/p/apartamento-en-venta-manrique-medellin-cuenta-con-5-alcobas/medellin,250,5,"    Manrique Central No. 1, Medellín, Antioquia, Colombia  "
105,3,https://www.lahaus.com/p/apartamento-en-conquistadores-laureles-104mt-tres-alcobas-balcon/medellin,420,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-venta-sector-rosales-belen-tres-alcobas/medellin,360,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
115,3,https://www.lahaus.com/p/apartamento-en-venta-la-castellana-68676/medellin,490,3,"    La Castellana, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-venta-lopez-de-mesa-medellin-96490/medellin,260,3,"    López de Mesa, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-robledo-san-german-con-3-habitaciones-67-mt2/medellin,310,3,"    San Germán, Medellín, Antioquia, Colombia  "
150,3,https://www.lahaus.com/p/apartamento-en-el-estadio-los-colores-con-3-habitaciones-150-mt2/medellin,380,3,"    Cuarta Brigada, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-rodeo-alto-robledo-tres-alcobas/medellin,238,3,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/venta-de-apartamento-en-laureles-104658/medellin,415,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/venta-apartamento-en-pilarica/medellin,300,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
95,4,https://www.lahaus.com/p/apartamento-en-los-colores-estadio-cuatro-alcobas-69922/medellin,430,4,"    Los Colores, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-calazans-la-america-67mt-tres-alcobas-balcon-81628/medellin,255,3,"    Calasanz, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-el-poblado-san-lucas-con-3-habitaciones-96-mt2/medellin,380,3,"    San Lucas, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/venta-apartamento-en-robledo-pilarica-34892/medellin,215,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-la-castellana-laureles-tres-alcobas-85102/medellin,450,3,"    La Castellana, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-rodeo-alto-belen-120mt-tres-alcobas-balcon/medellin,295,3,"    Sector Central, Medellín, Antioquia, Colombia  "
128,3,https://www.lahaus.com/p/apartamento-mirador-del-campestre/medellin,480,3,"    El Campestre, Medellín, Antioquia, Colombia  "
173,5,https://www.lahaus.com/p/venta-de-apartamento-en-robledo-con-5-alcobas/medellin,280,5,"    San Germán, Medellín, Antioquia, Colombia  "
129,3,https://www.lahaus.com/p/apartamento-en-venta-sector-laureles-cod-16288/medellin,391,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
150,4,https://www.lahaus.com/p/venta-apartamento-calasanz-medellin-93764/medellin,380,4,"    Calasanz, Medellín, Antioquia, Colombia  "
55,3,https://www.lahaus.com/p/apartamento-en-venta-sector-rodeo-alto-belen-cod-19281/medellin,230,3,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-en-venta-carlos-e-restrepo-106519/medellin,280,3,"    Carlos E. Restrepo, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-en-calasanz-la-america-80mt-tres-alcobas/medellin,220,3,"    Calasanz, Medellín, Antioquia, Colombia  "
92,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-1337/medellin,500,3,"    Bolivariana, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-venta-en-los-colores-medellin/medellin,300,3,"    San Germán, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-la-castellana-laureles-97mt-tres-alcobas-balcon/medellin,350,3,"    La Castellana, Medellín, Antioquia, Colombia  "
103,3,https://www.lahaus.com/p/murano-de-la-florida-108380/medellin,460,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
130,4,https://www.lahaus.com/p/apartamento-en-la-floresta-con-3-habitaciones-y-amplio-balcon-130-mt2/medellin,320,4,"    La Floresta, Medellín, Antioquia, Colombia  "
103,3,https://www.lahaus.com/p/venta-de-apartamento-en-el-sector-del-tesoro-tres-alcobas/medellin,460,3,"    La Tomatera, Medellín, Antioquia, Colombia  "
59,3,https://www.lahaus.com/p/venta-apartamento-pilarica-medellin-103798/medellin,230,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
110,3,https://www.lahaus.com/p/apartamento-en-belen-belen-centro-con-3-habitaciones-110-mt2-69607/medellin,400,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
82,3,https://www.lahaus.com/p/apartamento-en-venta-niza-medellin/medellin,280,3,"    La Floresta, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/villa-laureles-104702/medellin,375,3,"    La Castellana, Medellín, Antioquia, Colombia  "
195,4,https://www.lahaus.com/p/apartamento-en-calazans-la-america-195mt-cuatro-alcobas-patio/medellin,480,4,"    Calasanz, Medellín, Antioquia, Colombia  "
195,5,https://www.lahaus.com/p/venta-apto-en-el-centro-4-alcobas/medellin,350,5,"    La Candelaria, Medellín, Antioquia, Colombia  "
93,3,https://www.lahaus.com/p/apartamento-en-venta-en-medellin-las-vegas-aguacatala/medellin,420,3,"    La Aguacatala, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-para-la-venta-en-medellin-la-floresta-cod-7136/medellin,289,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/venta-apartamento-robledo-san-german/medellin,280,3,"    San Germán, Medellín, Antioquia, Colombia  "
65,3,https://www.lahaus.com/p/apartamento-en-la-america-calasanz-con-3-habitaciones-65-mt2/medellin,295,3,"    Calasanz, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-cuenta-con-tres-habitaciones-67212/medellin,360,3,"    San Germán, Medellín, Antioquia, Colombia  "
88,3,https://www.lahaus.com/p/venta-de-apartamento-exclusivo-en-boston/medellin,275,3,"    Boston, Medellín, Antioquia, Colombia  "
86,4,https://www.lahaus.com/p/apartamento-en-venta-en-loma-del-indio/medellin,279,4,"    Loma del Indio, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-tres-alcobas-70163/medellin,350,3,"    San Germán, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-en-medellin-poblado-santa-maria-de-los-angeles-cuenta-con-tres-habitaciones/medellin,400,3,"    Santa María de los Ángeles, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-belen-101506/medellin,337,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
83,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-belen-83mt-tres-alcobas-balcon/medellin,330,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
93,3,https://www.lahaus.com/p/apartamento-en-la-floresta-la-america-tres-alcobas-79840/medellin,325,3,"    La Floresta, Medellín, Antioquia, Colombia  "
73,3,https://www.lahaus.com/p/se-vende-apartamento-en-malibu/medellin,320,3,"    Rosales, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/venta-apartamento-santa-monica-medellin/medellin,225,3,"    Santa Mónica, Medellín, Antioquia, Colombia  "
110,4,https://www.lahaus.com/p/venta-apartamento-en-la-loma-del-indio-con-biblioteca-y-cocina-integral/medellin,375,4,"    Loma del Indio, Medellín, Antioquia, Colombia  "
110,3,https://www.lahaus.com/p/apartamento-en-florida-nueva-laureles-tres-alcobas/medellin,398,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
113,3,https://www.lahaus.com/p/apartamento-para-la-venta-en-medellin-sector-los-colores-3-alcobas/medellin,320,3,"    Los Colores, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-belen-san-bernardo-consta-de-3-habitaciones-89-67m2/medellin,250,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/se-vende-apartamento-en-san-german-108970/medellin,364,3,"    San Antonio, Medellín, Antioquia, Colombia  "
66,3,https://www.lahaus.com/p/apartamento-en-venta-loma-de-los-bernal-101391/medellin,235,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/oportunidad-en-calazans-excelente-vista/medellin,340,3,"    Calasanz, Medellín, Antioquia, Colombia  "
89,4,https://www.lahaus.com/p/potosi-106699/medellin,290,4,"    Naranjal, Medellín, Antioquia, Colombia  "
165,3,https://www.lahaus.com/p/apartamento-en-venta-en-el-poblado-cuenta-con-3-alcobas-mas-alcoba-de-servicio-y-estudio/medellin,420,3,"    La Tomatera, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/venta-apartamento-en-la-mota/medellin,285,3,"    Mota, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-laureles-con-3-habitaciones-90mt2/medellin,360,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-belen-loma-de-los-bernal-con-3-habitaciones-66-7-mt2/medellin,280,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/plaza-del-rio-105814/medellin,410,3,"    Ciudad del Río, Medellín, Antioquia, Colombia  "
135,3,https://www.lahaus.com/p/apartamento-en-simon-bolivar-la-amerca-tres-alcobas/medellin,425,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-de-78m2-en-altamira-robledo-con-tres-habitaciones/medellin,230,3,"    Altamira, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-78-mt2-ubicado-en-la-candelaria-prado-3-habitaciones-69797/medellin,240,3,"    Prado, Medellín, Antioquia, Colombia  "
125,3,https://www.lahaus.com/p/apartamento-en-venta-las-lomas-97675/medellin,480,3,"    Las Lomas, Medellín, Antioquia, Colombia  "
145,4,https://www.lahaus.com/p/apartamento-de-145-mt2-4-habitaciones-3-banos-parqueadero-hubicado/medellin,390,4,"    Cristo Rey, Medellín, Antioquia, Colombia  "
91,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-con-3-habitaciones-91mt2/medellin,290,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
104,4,https://www.lahaus.com/p/apartamento-en-venta-los-colores-medellin-96607/medellin,280,4,"    Los Colores, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/apartamento-en-los-colores-estadio-107mt-tres-alcobas-balcon/medellin,300,3,"    Los Colores, Medellín, Antioquia, Colombia  "
54,3,https://www.lahaus.com/p/venta-apartamento-calasanz-medellin-96726/medellin,220,3,"    Calasanz, Medellín, Antioquia, Colombia  "
91,3,https://www.lahaus.com/p/se-vende-apartamento-en-laureles-la-catellana/medellin,440,3,"    La Castellana, Medellín, Antioquia, Colombia  "
120,4,https://www.lahaus.com/p/apartamento-en-calazans-medellin-con-4-habitaciones-120-mt2/medellin,350,4,"    Calasanz, Medellín, Antioquia, Colombia  "
81,3,https://www.lahaus.com/p/se-vende-apartamento-en-pilarica-108118/medellin,344,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
118,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-belen-118mt-tres-alcobas-balcon/medellin,490,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
91,4,https://www.lahaus.com/p/venta-apartamento-en-el-salvador-34530/medellin,210,4,"    El Salvador, Medellín, Antioquia, Colombia  "
178,4,https://www.lahaus.com/p/apartamento-en-belen-rosales-medellin-178-mts-1-parqueadero/medellin,430,4,"    Rosales, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-belen-101463/medellin,337,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
143,3,https://www.lahaus.com/p/apartamento-venta-suramericana/medellin,440,3,"    Suramericana, Medellín, Antioquia, Colombia  "
66,3,https://www.lahaus.com/p/marsella-108378/medellin,300,3,"    Calasanz, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/venta-apartamento-en-la-milagrosa-para-estrenar/medellin,200,3,"    Barrio Buenos Aires, Medellín, Antioquia, Colombia  "
110,3,https://www.lahaus.com/p/apartamento-en-boston-la-candelaria-109mt-tres-alcobas-balcon/medellin,215,3,"    Boston, Medellín, Antioquia, Colombia  "
138,4,https://www.lahaus.com/p/apartamento-en-venta-en-medellin-belen-aeroparque/medellin,330,4,"    Aeropuerto, Medellín, Antioquia, Colombia  "
116,3,https://www.lahaus.com/p/apartamento-en-la-america-simon-bolivar-con-3-habitaciones-116-mt2/medellin,470,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
83,3,https://www.lahaus.com/p/se-vende-apartamento-en-los-colores-108991/medellin,365,3,"    Los Colores, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-en-venta-laureles-101714/medellin,500,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-belen-101501/medellin,337,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-calazans-la-america-67mt-tres-alcobas-balcon/medellin,255,3,"    Calasanz, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-venta-la-pilarica-101650/medellin,290,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-velodromo-101381/medellin,410,3,"    Velódromo, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-venta-el-poblado-manila-cuenta-con-tres-alcobas/medellin,350,3,"    Manila, Medellín, Antioquia, Colombia  "
130,3,https://www.lahaus.com/p/apartamento-en-florida-nueva-medellin-tres-alcobas/medellin,450,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
127,3,https://www.lahaus.com/p/se-vende-apartamento-en-la-loma-de-los-parras/medellin,470,3,"    La Tomatera, Medellín, Antioquia, Colombia  "
119,4,https://www.lahaus.com/p/apartamento-paraventa-codigo-674/medellin,460,4,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
112,3,https://www.lahaus.com/p/apartamento-en-venta-belen-loma-de-los-bernal-cod-12077/medellin,410,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-venta-el-nogal-101521/medellin,435,3,"    Los Almendros, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/apartamento-en-el-estadio-velodromo-con-3-habitaciones-100-mt2/medellin,420,3,"    Velódromo, Medellín, Antioquia, Colombia  "
126,3,https://www.lahaus.com/p/apartamento-en-belen-rodeo-alto-con-3-habitaciones-126-mt2/medellin,460,3,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
85,3,https://www.lahaus.com/p/apartamento-duplex-en-venta-santa-monica-cod-14242/medellin,300,3,"    Santa Mónica, Medellín, Antioquia, Colombia  "
115,3,https://www.lahaus.com/p/apartamento-en-el-estadio-medellin-tres-alcobas-68678/medellin,330,3,"    Cuarta Brigada, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/venta-de-apartamento-en-el-poblado-antioquia-100660/medellin,435,3,"    Alejandría, Medellín, Antioquia, Colombia  "
136,3,https://www.lahaus.com/p/se-vende-apartamento-en-medellin-sector-centro-3-alcobas-3-banos/medellin,280,3,"    Los Ángeles, Medellín, Antioquia, Colombia  "
110,3,https://www.lahaus.com/p/venta-apartamento-en-el-centro-con-3-alcobas/medellin,220,3,"    La Candelaria, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/apartamento-en-el-velodromo-estadio-100mt-tres-alcobas-balcon-81821/medellin,420,3,"    Velódromo, Medellín, Antioquia, Colombia  "
74,3,https://www.lahaus.com/p/apartamento-en-robledo-san-german-3-alcobas/medellin,320,3,"    San Germán, Medellín, Antioquia, Colombia  "
61,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-belen-tres-alcobas-86245/medellin,270,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/apartamento-en-bosques-de-la-campina-el-poblado-cuenta-con-tres-habitaciones/medellin,490,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
