area,bath_rooms,link,prize,rooms,zone
145,4,https://www.lahaus.com/p/apartamento-en-boston-medellin-12840/medellin,233,4,"    Boston, Medellín, Antioquia, Colombia  "
125,4,https://www.lahaus.com/p/apartamento-en-el-estadio-naranjal-con-4-habitaciones-125-mt2/medellin,285,4,"    Naranjal, Medellín, Antioquia, Colombia  "
100,4,https://www.lahaus.com/p/apartamento-paraventa-codigo-17367/medellin,460,4,"    Lorena, Medellín, Antioquia, Colombia  "
152,4,https://www.lahaus.com/p/venta-casa-en-buenos-aires/medellin,300,4,"    La Milagrosa, Medellín, Antioquia, Colombia  "
92,4,https://www.lahaus.com/p/apartamento-en-venta-belen-las-playas-cod-12307/medellin,290,4,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-san-joaquin-laureles-87mt-tres-alcobas-balcon/medellin,460,3,"    San Joaquín, Medellín, Antioquia, Colombia  "
54,3,https://www.lahaus.com/p/venta-apartamento-robledo-medellin-93765/medellin,210,3,"    San Germán, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/venta-apartamento-en-almeria-con-linda-vista-106447/medellin,330,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/apartamento-en-venta-sector-la-floresta-cod-19497/medellin,270,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-sector-los-colores-cod-19015/medellin,400,3,"    Cuarta Brigada, Medellín, Antioquia, Colombia  "
148,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-8696/medellin,450,3,"    San Lucas, Medellín, Antioquia, Colombia  "
81,3,https://www.lahaus.com/p/venta-apartamento-belen-rodeo-alto/medellin,235,3,"    Mota, Medellín, Antioquia, Colombia  "
131,4,https://www.lahaus.com/p/apartamento-en-venta-aguacatala-medellin/medellin,450,4,"    La Aguacatala, Medellín, Antioquia, Colombia  "
150,3,https://www.lahaus.com/p/venta-apartamento-barrio-conquistadores-3-closet-4-banos/medellin,410,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
82,3,https://www.lahaus.com/p/venta-apartamento-en-almeria-34708/medellin,280,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-venta-en-el-poblado-95310/medellin,430,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
178,4,https://www.lahaus.com/p/apartamento-en-venta-belen-rosales-cod-11769/medellin,435,4,"    Rosales, Medellín, Antioquia, Colombia  "
79,3,https://www.lahaus.com/p/apartamento-en-venta-calasanz-101446/medellin,267,3,"    Calasanz, Medellín, Antioquia, Colombia  "
102,3,https://www.lahaus.com/p/apartamento-en-conquistadores-medellin-cuenta-con-tres-habitaciones/medellin,430,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/venta-de-apartamento-loma-de-los-bernal-belen-96473/medellin,335,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
74,3,https://www.lahaus.com/p/apartamento-en-belen-centro-belen-tres-alcobas-85100/medellin,235,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
94,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-belen-tres-alcobas-2585/medellin,395,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-en-belen-loma-de-los-bernal-con-3-habitaciones-68-mt2/medellin,275,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-en-venta-robledo-pilarica-cod-13585/medellin,240,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
94,3,https://www.lahaus.com/p/aviva-95771/medellin,450,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/se-vende-apartamento-en-la-america-medellin-93747/medellin,260,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
98,3,https://www.lahaus.com/p/apartamento-en-calasanz-la-america-tres-alcobas-80635/medellin,368,3,"    Calasanz, Medellín, Antioquia, Colombia  "
123,3,https://www.lahaus.com/p/apartamento-en-el-poblado-con-4-habitaciones-123-mt2/medellin,460,3,"    El Campestre, Medellín, Antioquia, Colombia  "
74,3,https://www.lahaus.com/p/vendo-apto-en-calasanz-parte-baja/medellin,320,3,"    Calasanz, Medellín, Antioquia, Colombia  "
170,5,https://www.lahaus.com/p/venta-casa-prado-centro-5-alcobas/medellin,260,5,"    Prado, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/venta-apartamento-en-piso-22-piso-sector-robledo-con-3-alcobas/medellin,300,3,"    San Germán, Medellín, Antioquia, Colombia  "
71,3,https://www.lahaus.com/p/apartamento-en-veleros-del-este-poblado-con-3-habitacion-70-75mt2/medellin,350,3,"    Castropol, Medellín, Antioquia, Colombia  "
85,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-1536/medellin,317,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/apartamento-60-mt2-ubicado-en-el-estadio-los-colores-3-habitaciones/medellin,260,3,"    Los Colores, Medellín, Antioquia, Colombia  "
182,5,https://www.lahaus.com/p/apartamento-en-granada-medellin/medellin,320,5,"    Belén Centro, Medellín, Antioquia, Colombia  "
94,3,https://www.lahaus.com/p/apartamento-en-venta-en-el-poblado-los-balsos/medellin,450,3,"    Los Balsos, Medellín, Antioquia, Colombia  "
79,3,https://www.lahaus.com/p/venta-de-apartamento-en-san-julian-poblado-93807/medellin,320,3,"    Castropol, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/apartamento-en-venta-la-almeria-medellin/medellin,450,3,"    Santa Mónica, Medellín, Antioquia, Colombia  "
63,3,https://www.lahaus.com/p/san-angel-46691/medellin,285,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
73,5,https://www.lahaus.com/p/apartamentos-en-venta-sector-berlin-aranjuez-cod-19234/medellin,320,5,"    Moravia, Medellín, Antioquia, Colombia  "
72,3,https://www.lahaus.com/p/apartamento-duplex-en-sector-calasanz-con-3-habitaciones-72mt2/medellin,238,3,"    Calasanz, Medellín, Antioquia, Colombia  "
99,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-2471/medellin,300,3,"    Naranjal, Medellín, Antioquia, Colombia  "
117,3,https://www.lahaus.com/p/venta-de-apartamento-en-laureles-medellin-103223/medellin,445,3,"    Bolivariana, Medellín, Antioquia, Colombia  "
101,3,https://www.lahaus.com/p/apartamento-en-la-mota-belen-101mt-tres-alcobas-balcon/medellin,450,3,"    Mota, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/venta-apartamento-en-la-loma-de-los-bernal/medellin,275,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-el-poblado-cuenta-con-tres-habitaciones-67998/medellin,390,3,"    La Tomatera, Medellín, Antioquia, Colombia  "
120,4,https://www.lahaus.com/p/se-vende-apartamento-en-rodeo-alto-4-alcobas/medellin,230,4,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/venta-apartamento-en-san-german-en-piso-13-con-3-alcobas/medellin,310,3,"    San Germán, Medellín, Antioquia, Colombia  "
100,4,https://www.lahaus.com/p/apartamento-en-venta-en-medellin-los-colores-con-4-alcobas/medellin,420,4,"    Conquistadores, Medellín, Antioquia, Colombia  "
86,3,https://www.lahaus.com/p/apartamento-en-la-castellana-laureles-3-habitaciones-86m2/medellin,290,3,"    La Castellana, Medellín, Antioquia, Colombia  "
115,4,https://www.lahaus.com/p/se-vende-apt-medellin-antioquia-cod/medellin,290,4,"    Las Acacias, Medellín, Antioquia, Colombia  "
104,3,https://www.lahaus.com/p/venta-de-apartamento-loma-de-los-bernal-belen-99476/medellin,380,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
124,3,https://www.lahaus.com/p/apartamento-en-laureles-medellin-17807/medellin,470,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
61,3,https://www.lahaus.com/p/apartamento-en-venta-belen-108251/medellin,256,3,"    San Antonio, Medellín, Antioquia, Colombia  "
108,3,https://www.lahaus.com/p/venta-apartamento-en-el-poblado-34788/medellin,460,3,"    La Tomatera, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-en-venta-calasanz-101405/medellin,280,3,"    Calasanz, Medellín, Antioquia, Colombia  "
131,3,https://www.lahaus.com/p/venta-apartamento-sector-cerro-nutibara/medellin,390,3,"    Cerro Nutibara, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/sky-park-13522/medellin,375,3,"    Rosales, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-para-vender-en-medellin-sector-belen-cod-9188/medellin,295,3,"    Sector Central, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-rosales-belen-90mt-piso-3-balcon/medellin,350,3,"    Rosales, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/venta-apartamento-en-calasanz/medellin,240,3,"    Calasanz, Medellín, Antioquia, Colombia  "
240,5,https://www.lahaus.com/p/venta-casa-en-el-salvador-5-habitaciones/medellin,230,5,"    El Salvador, Medellín, Antioquia, Colombia  "
80,3,https://www.lahaus.com/p/apartamento-en-la-america-medellin-con-3-habitaciones-80-mt2/medellin,210,3,"    Santa Mónica, Medellín, Antioquia, Colombia  "
77,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-gonzalez-poblado-tres-alcobas/medellin,430,3,"    Las Lomas, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-robledo-san-german-con-3-habitaciones-78-mt2-81841/medellin,320,3,"    San Germán, Medellín, Antioquia, Colombia  "
137,4,https://www.lahaus.com/p/apartamento-en-la-castellana-laureles-cuatro-alcobas-81452/medellin,400,4,"    La Castellana, Medellín, Antioquia, Colombia  "
95,3,https://www.lahaus.com/p/apartamento-en-la-america-simon-bolivar-con-3-habitaciones-95-mt2/medellin,300,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
117,3,https://www.lahaus.com/p/apartamento-en-castropol-poblado-117mt-tres-alcobas-balcon/medellin,500,3,"    Castropol, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-en-rosales-belen-90mt-tres-alcobas-balcon-85252/medellin,378,3,"    Rosales, Medellín, Antioquia, Colombia  "
121,4,https://www.lahaus.com/p/apartamento-en-san-diego-la-candelaria-121mt-duplex-tres-alcobas/medellin,350,4,"    San Diego, Medellín, Antioquia, Colombia  "
137,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-14861/medellin,360,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
71,3,https://www.lahaus.com/p/el-velero/medellin,280,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
155,3,https://www.lahaus.com/p/apartamento-para-la-venta-en-medellin-calasanz-cod-8340/medellin,290,3,"    Calasanz, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/apartamento-en-el-velodromo-estadio-100mt-tres-alcobas-balcon/medellin,420,3,"    Velódromo, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/apartamento-en-venta-sector-simon-bolivar-cod-15470/medellin,269,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
91,3,https://www.lahaus.com/p/apartamento-91-mt2-ubicado-en-el-estadio-velodromo-3-habitaciones/medellin,470,3,"    Velódromo, Medellín, Antioquia, Colombia  "
100,4,https://www.lahaus.com/p/se-vende-apartamento-en-laureles-109904/medellin,425,4,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
85,3,https://www.lahaus.com/p/apartamento-en-venta-calasanz-101338/medellin,320,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-en-la-america-barrio-la-america-con-3-habitaciones-70-mt2/medellin,240,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
120,4,https://www.lahaus.com/p/apartamento-para-la-venta-en-medellin-simon-bolivar-cod-8175/medellin,360,4,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
60,3,https://www.lahaus.com/p/apartamento-en-fatima-belen-tres-alcobas-69661/medellin,350,3,"    Fátima, Medellín, Antioquia, Colombia  "
121,3,https://www.lahaus.com/p/apartamento-en-venta-patio-bonito-96627/medellin,440,3,"    Patio Bonito, Medellín, Antioquia, Colombia  "
152,3,https://www.lahaus.com/p/apartamento-en-florida-nueva-la-america-3-habitaciones-152m2/medellin,290,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
137,3,https://www.lahaus.com/p/apartamento-vende-transversal-poblado/medellin,470,3,"    El Tesoro, Medellín, Antioquia, Colombia  "
102,3,https://www.lahaus.com/p/apartamento-en-el-campestre-poblado-con-3-habitaciones-102-mt2/medellin,375,3,"    El Campestre, Medellín, Antioquia, Colombia  "
72,3,https://www.lahaus.com/p/apartamento-72-mts2-ubicado-en-laureles-lorena-3-habitaciones/medellin,350,3,"    Lorena, Medellín, Antioquia, Colombia  "
85,3,https://www.lahaus.com/p/apartamento-en-rosales-belen-tres-alcobas-68328/medellin,350,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
157,4,https://www.lahaus.com/p/apartamento-157-mt2-ubicado-en-los-colores-4-habitaciones-1-parqueadero-2-banos/medellin,425,4,"    Los Colores, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/mirador-de-arboleda-109957/medellin,244,3,"    Rodeo Alto, Medellín, Antioquia, Colombia  "
89,3,https://www.lahaus.com/p/apartamento-en-venta-belen-rosales-con-tres-alcobas/medellin,370,3,"    Rosales, Medellín, Antioquia, Colombia  "
59,3,https://www.lahaus.com/p/vinales-96685/medellin,230,3,"    Calasanz, Medellín, Antioquia, Colombia  "
166,3,https://www.lahaus.com/p/apartamento-en-las-acacias-laureles-166mt-tres-alcobas-balcon/medellin,470,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
54,3,https://www.lahaus.com/p/venta-apartamento-calasanz-medellin-109525/medellin,220,3,"    Calasanz, Medellín, Antioquia, Colombia  "
90,4,https://www.lahaus.com/p/venta-apartamento-robledo-4-alcobas/medellin,225,4,"    La Pilarica, Medellín, Antioquia, Colombia  "
76,3,https://www.lahaus.com/p/apartamento-en-los-almendros-laureles-tres-alcobas/medellin,325,3,"    Los Almendros, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-66mt-tres-alcobas-balcon/medellin,340,3,"    San Germán, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-venta-belen-la-nubia/medellin,330,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
76,3,https://www.lahaus.com/p/apartamento-en-la-pilarica-robledo-76mt-tres-alcobas-balcon/medellin,280,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
82,3,https://www.lahaus.com/p/apartamento-en-venta-la-pilarica-101429/medellin,260,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
101,3,https://www.lahaus.com/p/apartamento-en-venta-conquistadores-cod-11161/medellin,420,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
166,3,https://www.lahaus.com/p/apartamento-en-el-poblado-el-campestre-con-3-habitaciones-166-mt2/medellin,485,3,"    El Campestre, Medellín, Antioquia, Colombia  "
65,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-belen-65mt-tres-alcobas-balcon-70328/medellin,260,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
90,4,https://www.lahaus.com/p/venta-casa-en-el-salvador-con-cuatro-alcobas/medellin,220,4,"    Barrio Buenos Aires, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-cordoba-robledo-con-3-habitaciones-75m2/medellin,280,3,"    Córdoba, Medellín, Antioquia, Colombia  "
166,3,https://www.lahaus.com/p/apartamento-en-loma-de-los-bernal-medellin-26534/medellin,500,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
110,4,https://www.lahaus.com/p/vendo-2-aptos-rentando-sector-belen-san-bernardo/medellin,368,4,"    Belén Centro, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/apartamento-en-laureles-las-acacias-con-3-habitaciones-107m2/medellin,400,3,"    Las Acacias, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/se-vende-apartamento-en-la-castellana-99057/medellin,380,3,"    La Castellana, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/mirador-de-los-bernal-54813/medellin,295,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-en-venta-en-estadio-medellin/medellin,280,3,"    Estadio, Medellín, Antioquia, Colombia  "
127,4,https://www.lahaus.com/p/apartamento-duplex-en-venta-conquistadores/medellin,430,4,"    Conquistadores, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/venta-apartamento-en-robledo-34871/medellin,300,3,"    San Germán, Medellín, Antioquia, Colombia  "
77,3,https://www.lahaus.com/p/apartamento-en-venta-de-77m2-los-colores-medellin/medellin,360,3,"    Los Colores, Medellín, Antioquia, Colombia  "
140,5,https://www.lahaus.com/p/venta-apartamento-barrio-calasanz/medellin,260,5,"    Santa Lucía, Medellín, Antioquia, Colombia  "
93,3,https://www.lahaus.com/p/apartamento-en-venta-floresta-101744/medellin,299,3,"    La Floresta, Medellín, Antioquia, Colombia  "
72,3,https://www.lahaus.com/p/apartamento-en-robledo-san-german-con-3-habitaciones-72-mt2/medellin,330,3,"    San Germán, Medellín, Antioquia, Colombia  "
122,3,https://www.lahaus.com/p/apartamento-en-el-centro-con-tres-alcobas-38649/medellin,250,3,"    Barrio Colón, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/perlato-55609/medellin,420,3,"    San Germán, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-calasanz-medellin-con-3-habitaciones-78mt2/medellin,260,3,"    Calasanz, Medellín, Antioquia, Colombia  "
100,4,https://www.lahaus.com/p/se-vende-apartamento-en-conquistadores-109905/medellin,390,4,"    Conquistadores, Medellín, Antioquia, Colombia  "
124,3,https://www.lahaus.com/p/apartamento-en-fatima-124-mts-1-parqueadero/medellin,400,3,"    Belén Centro, Medellín, Antioquia, Colombia  "
119,4,https://www.lahaus.com/p/apartamento-en-los-colores-medellin-cuatro-pisos/medellin,310,4,"    Las Estancias, Medellín, Antioquia, Colombia  "
142,3,https://www.lahaus.com/p/apartamento-en-poblado-tesoro-3-habitaciones-142m2/medellin,400,3,"    El Tesoro, Medellín, Antioquia, Colombia  "
104,4,https://www.lahaus.com/p/apartamento-en-venta-los-colores-medellin-109188/medellin,280,4,"    Los Colores, Medellín, Antioquia, Colombia  "
76,3,https://www.lahaus.com/p/apartamento-en-venta-sector-los-alpes-belen-cod-16367/medellin,310,3,"    Universidad Medellín, Medellín, Antioquia, Colombia  "
215,4,https://www.lahaus.com/p/apartamento-duplex-en-venta-calasanz-la-america-cod-10577/medellin,460,4,"    Calasanz, Medellín, Antioquia, Colombia  "
147,4,https://www.lahaus.com/p/venta-apartamento-en-buenos-aires-34478/medellin,220,4,"    Alejandro Echavarría, Medellín, Antioquia, Colombia  "
100,3,https://www.lahaus.com/p/bosques-de-alejandria/medellin,395,3,"    Alejandría, Medellín, Antioquia, Colombia  "
137,5,https://www.lahaus.com/p/apartamento-en-laureles-bolivariana-con-5-habitaciones-137-mt2/medellin,380,5,"    Bolivariana, Medellín, Antioquia, Colombia  "
127,3,https://www.lahaus.com/p/apartamento-en-laureles-barrio-laureles-con-3-habitaciones-127-mt2-81871/medellin,290,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
230,3,https://www.lahaus.com/p/venta-apartamento-en-boston-3-alcobas/medellin,300,3,"    Boston, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-las-palmas-poblado-3-habitaciones-90m2/medellin,390,3,"    Las Lomas, Medellín, Antioquia, Colombia  "
79,3,https://www.lahaus.com/p/tierra-grata-bosque-santo-109812/medellin,465,3,"    Loma del Indio, Medellín, Antioquia, Colombia  "
88,3,https://www.lahaus.com/p/apartamento-en-venta-la-america-101549/medellin,260,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
96,3,https://www.lahaus.com/p/apartamento-en-laureles-conquistadores-con-3-habitaciones-96-mt2/medellin,455,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-tres-alcobas-81543/medellin,300,3,"    San Germán, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/apartamento-en-venta-calasanz-101733/medellin,305,3,"    Calasanz, Medellín, Antioquia, Colombia  "
82,3,https://www.lahaus.com/p/se-vende-apartamento-en-loma-de-los-bernal-98099/medellin,319,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-calazans-la-america-78mt-tres-alcobas-balcon/medellin,300,3,"    Calasanz, Medellín, Antioquia, Colombia  "
89,3,https://www.lahaus.com/p/apartamento-en-la-america-la-america-89mt-tres-alcobas-balcon/medellin,380,3,"    Velódromo, Medellín, Antioquia, Colombia  "
103,3,https://www.lahaus.com/p/torres-de-la-visitacion-2-105219/medellin,385,3,"    El Rincón, Medellín, Antioquia, Colombia  "
81,3,https://www.lahaus.com/p/apartamento-en-robledo-medellin-17967/medellin,300,3,"    El Progreso, Medellín, Antioquia, Colombia  "
90,3,https://www.lahaus.com/p/apartamento-para-la-venta-en-belen-36076/medellin,360,3,"    Rosales, Medellín, Antioquia, Colombia  "
120,3,https://www.lahaus.com/p/apartamento-en-consquistadores-laureles-tres-alcobas/medellin,490,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
73,3,https://www.lahaus.com/p/se-vende-apartamento-en-san-german-108973/medellin,335,3,"    San Germán, Medellín, Antioquia, Colombia  "
67,3,https://www.lahaus.com/p/apartamento-en-san-german-robledo-con-3-habitaciones-piso-19-67-mt2/medellin,335,3,"    San Germán, Medellín, Antioquia, Colombia  "
92,3,https://www.lahaus.com/p/venta-apartamento-calasanz-medellin-94390/medellin,310,3,"    Calasanz, Medellín, Antioquia, Colombia  "
154,4,https://www.lahaus.com/p/apartamento-paraventa-codigo-880/medellin,430,4,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
83,3,https://www.lahaus.com/p/apartamento-en-la-pilarica-robledo-con-3-habitaciones-83m2/medellin,314,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
138,5,https://www.lahaus.com/p/apartamento-en-calasanz-la-america-con-138mt2/medellin,293,5,"    Santa Lucía, Medellín, Antioquia, Colombia  "
70,3,https://www.lahaus.com/p/apartamento-e-robledo-san-german-cuenta-con-tres-habitaciones/medellin,350,3,"    San Germán, Medellín, Antioquia, Colombia  "
110,3,https://www.lahaus.com/p/apartamento-en-la-america-santa-monica-con-3-habitaciones-y-balcon-110-mt2/medellin,310,3,"    Barrio La América, Medellín, Antioquia, Colombia  "
85,3,https://www.lahaus.com/p/apartamento-en-la-pilarica-robledo-tres-alcobas-69377/medellin,330,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
57,3,https://www.lahaus.com/p/venta-de-apartamento-en-la-loma-de-los-bernal-106701/medellin,206,3,"    Loma de los Bernal, Medellín, Antioquia, Colombia  "
99,3,https://www.lahaus.com/p/apartamento-en-venta-florida-nueva-estadio-cod-9895-105310/medellin,255,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
84,3,https://www.lahaus.com/p/apartamento-en-venta-los-colores-101510/medellin,358,3,"    Los Colores, Medellín, Antioquia, Colombia  "
117,3,https://www.lahaus.com/p/apartamento-en-laureles/medellin,370,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
58,3,https://www.lahaus.com/p/apartamento-en-venta-san-diego-97608/medellin,230,3,"    Loma del Indio, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/venta-apartamento-colores-medellin-96632/medellin,340,3,"    San Germán, Medellín, Antioquia, Colombia  "
112,3,https://www.lahaus.com/p/apartamento-en-venta-los-colores-cod-11431/medellin,320,3,"    Calasanz, Medellín, Antioquia, Colombia  "
157,4,https://www.lahaus.com/p/venta-apartamento-colores-medellin-93777/medellin,415,4,"    Los Colores, Medellín, Antioquia, Colombia  "
84,4,https://www.lahaus.com/p/venta-de-apartamento-en-sector-centro-con-4-alcobas/medellin,230,4,"    Bomboná, Medellín, Antioquia, Colombia  "
121,3,https://www.lahaus.com/p/apartamento-en-patio-bonito-poblado-121mt-tres-alcobas-balcon/medellin,440,3,"    Patio Bonito, Medellín, Antioquia, Colombia  "
76,3,https://www.lahaus.com/p/venta-apartamento-en-buenos-aires-215-000-000/medellin,215,3,"    Miraflores, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-en-venta-la-loma-del-indio-106524/medellin,420,3,"    Loma del Indio, Medellín, Antioquia, Colombia  "
117,3,https://www.lahaus.com/p/apartamento-en-proyecto-bilbao-3-habitaciones/medellin,440,3,"    Barrio Laureles, Medellín, Antioquia, Colombia  "
63,3,https://www.lahaus.com/p/apartamento-en-boston-candelaria-tres-alcobas-72869/medellin,250,3,"    Boston, Medellín, Antioquia, Colombia  "
97,3,https://www.lahaus.com/p/apartamento-en-belen-la-villa-con-3-habitaciones-97-mt2/medellin,430,3,"    La Villa, Medellín, Antioquia, Colombia  "
68,3,https://www.lahaus.com/p/venta-de-apartamento-en-los-colores-en-noveno-piso/medellin,268,3,"    Los Colores, Medellín, Antioquia, Colombia  "
76,3,https://www.lahaus.com/p/apartamento-urbanizacion-urania-pilarica/medellin,280,3,"    La Pilarica, Medellín, Antioquia, Colombia  "
79,3,https://www.lahaus.com/p/bosques-del-cerro-95758/medellin,320,3,"    Cerro Nutibara, Medellín, Antioquia, Colombia  "
78,3,https://www.lahaus.com/p/apartamento-en-venta-calasanz-medellin-107401/medellin,300,3,"    Calasanz, Medellín, Antioquia, Colombia  "
138,4,https://www.lahaus.com/p/vendo-apartamento-sector-calasanz-33310/medellin,298,4,"    Calasanz, Medellín, Antioquia, Colombia  "
103,3,https://www.lahaus.com/p/yarumos-2-28139/medellin,420,3,"    El Campestre, Medellín, Antioquia, Colombia  "
87,3,https://www.lahaus.com/p/apartamento-de-98m2-en-med70-el-estadio-florida-nueva/medellin,348,3,"    Florida Nueva, Medellín, Antioquia, Colombia  "
72,3,https://www.lahaus.com/p/apartamento-en-rodeo-alto-belen-72mt-tres-alcobas-balcon/medellin,230,3,"    El Rincón, Medellín, Antioquia, Colombia  "
105,3,https://www.lahaus.com/p/venta-de-apartamento-en-laureles-medellin-104758/medellin,345,3,"    Simón Bolívar, Medellín, Antioquia, Colombia  "
107,3,https://www.lahaus.com/p/apartamento-en-conquistadores-medellin-tres-alcobas/medellin,470,3,"    Conquistadores, Medellín, Antioquia, Colombia  "
75,3,https://www.lahaus.com/p/apartamento-en-venta-sector-bombona-3-alcobas/medellin,265,3,"    Bomboná, Medellín, Antioquia, Colombia  "
94,3,https://www.lahaus.com/p/apartamento-paraventa-codigo-1572/medellin,399,3,"    Bolivariana, Medellín, Antioquia, Colombia  "
99,3,https://www.lahaus.com/p/ardilleros-de-lalinde-lalinde-109620/medellin,440,3,"    Castropol, Medellín, Antioquia, Colombia  "
96,4,https://www.lahaus.com/p/apartamento-en-laureles-96-mts-parqueadero-doble/medellin,350,4,"    Las Acacias, Medellín, Antioquia, Colombia  "
89,3,https://www.lahaus.com/p/apartamento-en-la-castellana-laureles-tres-alcobas-91448/medellin,430,3,"    La Castellana, Medellín, Antioquia, Colombia  "
