area,bath_rooms,link,price,rooms,zone
                    87,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/robledo-det-5331245.aspx,350,3,Medellín Robledo
                    82,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/los_alcazares-det-5224158.aspx,395,3,Sabaneta LOS ALCAZARES
                    56,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/sabaneta-det-5351363.aspx,235,3,Sabaneta Sabaneta
                    87,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/paz-det-4860615.aspx,305,3,Envigado La Paz
                    74,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/trapiche-det-5366258.aspx,270,3,Sabaneta EL TRAPICHE
                    88,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/las_antillas-det-5201668.aspx,360,3,Envigado Las Antillas
                    108,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/almeria-det-4378008.aspx,320,3,Medellín ALMERIA
                    61,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/madera-det-5347926.aspx,215,3,Medellín Madera
                    81,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/loma_los_bernal-det-5202879.aspx,330,3,Medellín Loma de los Bernal
                    78,2,https://www.fincaraiz.com.co/apartamento-en-venta/bello/bello-det-3740664.aspx,232,3,Bello BELLO
                    625,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/camino_verde-det-5198676.aspx,230,3,Envigado Camino Verde
                    90,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/laureles-det-4296551.aspx,380,3,Medellín LAURELES
                    60,2,https://www.fincaraiz.com.co/apartamento-en-venta/la-estrella/aldea-det-4693681.aspx,200,3,La Estrella La Aldea
                    79,2,https://www.fincaraiz.com.co/apartamento-en-venta/itagui/suramerica-det-5357155.aspx,275,3,Itaguí SURAMERICA
                    74,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/laureles_nogal-det-5316863.aspx,320,3,Medellín Laureles Nogal
                    67,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/poblado-det-4847693.aspx,400,3,Medellín El Poblado
                    58,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/san_jose-det-5346475.aspx,249,3,Sabaneta San Jose
                    78,2,https://www.fincaraiz.com.co/apartamento-en-venta/itagui/suramerica-det-4409513.aspx,349,3,Itaguí Suramerica
                    94,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/zona_centro-det-5357122.aspx,300,3,Sabaneta ZONA CENTRO
                    96,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/calasanz-det-5409242.aspx,380,3,Medellín CALASANZ
                    87,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/cuenca-det-5098081.aspx,380,3,Envigado La Cuenca
                    71,2,https://www.fincaraiz.com.co/apartamento-en-venta/el-retiro/pentenajo-det-5375671.aspx,365,3,El Retiro pentenajo
                    109,2,https://www.fincaraiz.com.co/casa-en-venta/medellin/san_bernardo-det-5280419.aspx,220,3,Medellín SAN BERNARDO
                    62,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/cuenca-det-5321027.aspx,255,3,Envigado LA CUENCA
                    67,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/las_cometas-det-5396430.aspx,240,3,Envigado Las Cometas
                    82,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/vereda_pan_azucar-det-5383128.aspx,338,3,Sabaneta Vereda Pan De Azúcar
                    67,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/pilarica-det-5257086.aspx,230,3,Medellín Pilarica
                    86,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/loma_san_jose-det-4279030.aspx,335,3,Sabaneta Loma de San José
                    74,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/poblado_san_julian-det-5230484.aspx,300,3,Medellín Poblado San Julian
                    79,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/holanda-det-5372352.aspx,320,3,Sabaneta HOLANDA
                    73,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/camino_verde-det-5346542.aspx,350,3,Envigado Camino verde
                    82,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/belen-det-4975079.aspx,280,3,Medellín Belén
                    68,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/san_german-det-5305435.aspx,290,3,Medellín SAN GERMAN
                    61,2,https://www.fincaraiz.com.co/apartamento-en-venta/itagui/ditaires-det-5381279.aspx,235,3,Itaguí DITAIRES
                    54,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/robledo-det-5349212.aspx,208,3,Medellín Robledo
                    101,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/cuenca-det-2901985.aspx,390,3,Envigado La Cuenca
                    99,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/belen-det-4779013.aspx,330,3,Medellín Belén
                    105,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/simon_bolivar-det-5015647.aspx,360,3,Medellín Simón Bolivar
                    105,2,https://www.fincaraiz.com.co/casa-en-venta/bello/cabanas-det-5244112.aspx,248,3,Bello Cabañas
                    64,2,https://www.fincaraiz.com.co/apartamento-en-venta/envigado/loma_del_barro-det-5348457.aspx,265,3,Envigado LOMA DEL BARRO
                    79,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/envigado_abadia-det-4928493.aspx,390,3,Medellín Envigado la abadia
                    66,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/santa_maria_los_angeles-det-5378216.aspx,345,3,Medellín Santa maria de los angeles
                    89,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/loma_los_bernal-det-5299895.aspx,360,3,Medellín LOMA DE LOS BERNAL
                    92,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/america-det-5409098.aspx,230,3,Medellín La América
                    61,2,https://www.fincaraiz.com.co/apartamento-en-venta/bello/sur_cabanas-det-5352977.aspx,247,3,Bello Sur Cabañas
                    85,2,https://www.fincaraiz.com.co/apartamento-en-venta/bello/niquia-det-5320386.aspx,280,3,Bello NIQUIA
                    8.580,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/doctora-det-3786763.aspx,285,3,Sabaneta LA DOCTORA
                    85,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/alejandria-det-5375343.aspx,345,3,Medellín Alejandría
                    7.856,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/san_jose-det-5257515.aspx,275,3,Sabaneta San Jose
                    71,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/holanda-det-5397768.aspx,270,3,Sabaneta HOLANDA
                    82,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/belen_palma-det-5361520.aspx,320,3,Medellín Belen La Palma
                    60,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/calasanz-det-5326675.aspx,280,3,Medellín Calasanz
                    70,2,https://www.fincaraiz.com.co/apartamento-en-venta/sabaneta/doctora-det-5276218.aspx,290,3,Sabaneta LA DOCTORA
                    67,2,https://www.fincaraiz.com.co/apartamento-en-venta/medellin/rodeo_alto-det-5280992.aspx,230,3,Medellín Rodeo Alto
